logFC	AveExpr	t	pvalue	padj	dispersion
AT1G01010.1.Hnull	0.369198320838706	1.55772084628944	1.15153143770936	0.28999015388773	0.751477083969442	0.320615059865948
AT1G01020.1.Hnull	-0.197699595738653	3.24604314252541	-0.749211120444315	0.479884154188206	0.849992793669712	0.263877017230348
AT1G01030.1.Hnull	0.349330330291032	0.366013237442494	0.665159839780044	0.52876791624467	0.871854159055687	0.525182534180881
AT1G01040.2.Hnull	0.07462854485855	5.86824637628735	0.340293767690174	0.744335431021291	0.937499623836543	0.219306234625187
AT1G01046.1.Hnull	-0.0591126877589475	-0.788805039276277	-0.117221263039638	0.910213750273843	0.979890003214605	0.504282979265958
AT1G01050.1.Hnull	-0.217415491639694	5.85469129603146	-0.989108767022535	0.357890312647639	0.79558357792557	0.219809487983985
AT1G01060.1.Hnull	-2.41720868666421	4.21878799386503	-3.50794485956792	0.0110951984524471	0.16001116846513	0.689066899119374
AT1G01070.1.Hnull	-0.988888848929102	1.50256023896158	-3.28561363009324	0.0148172814610465	0.198165309112585	0.300975391589497
AT1G01080.2.Hnull	-0.138146690710698	6.01849542037152	-0.60460628376457	0.565878760879022	0.887974719457246	0.228490332337485
AT1G01090.1.Hnull	-0.0602104508381842	7.32059369864336	-0.243313921977387	0.815239634135301	0.957792913429175	0.247459949471284
AT1G01100.1	-2.7226864119245	7.13288064628299	-9.90530442494078	3.62739065532419e-05	0.002773457532299	0.274871553171954
AT1G01110.2.Hnull	0.0779462794080283	0.747080469500589	0.19626090321672	0.850382679563063	0.964667236737525	0.397156428664535
AT1G01120.1.Hnull	-0.913327597028175	5.48626288269399	-2.97926843624437	0.0223303489420086	0.265654887662077	0.306561028847573
AT1G01140.3.Hnull	-0.320627691640029	6.64964220077039	-1.31818643208525	0.231865534383566	0.708385802004591	0.243233949186403
AT1G01160.2.Hnull	0.222735744190413	4.45019690964547	0.966161900864641	0.368426809720078	0.799133313098711	0.230536666775084
AT1G01170.1	-0.136638906118922	5.39959778568279	-0.640516521803092	0.543683593328147	0.878548435472998	0.213326122695907
AT1G01180.1.Hnull	0.0739258225798909	3.24510132513844	0.288621115571359	0.781831194822738	0.94721584060466	0.256134491177286
AT1G01190.1.Hnull	0.46035622307028	0.016170807553204	0.618873693466258	0.556995839429364	0.883934320230322	0.74386135318156
AT1G01200.1	-1.72627888332388	0.45136843445325	-4.16434827377323	0.00493271978331928	0.0872204686254534	0.414537586636512
AT1G01210.1.Hnull	0.170206731273769	2.88039657122172	0.563021268947279	0.592245640999125	0.895955236951383	0.302309594079842
AT1G01220.1.Hnull	-0.150942053794775	5.05571652119456	-0.686649613198671	0.515974465131672	0.866277944543759	0.219823984304936
AT1G01225.1.Hnull	-0.289300061553345	0.924382179759695	-0.573668457870786	0.585428202628912	0.893727697601892	0.504298358370799
AT1G01230.1.Hnull	0.00680321054349431	4.28920996398966	0.0311197322740988	0.976105184843464	0.994699178107334	0.218614044734462
AT1G01240.1.Hnull	0.408612014582342	4.77533404891634	1.90814153440049	0.101106510866755	0.552088264128677	0.214141355458059
AT1G01250.1.Hnull	-0.472496903492691	2.45385280280963	-1.56747299659966	0.164125350226494	0.643494575883827	0.301438624153452
AT1G01260.1.Hnull	0.44000648317472	4.26077763166458	2.00924942401341	0.0874653075936104	0.527368899865312	0.21899047371422
AT1G01290.1.Hnull	0.12309548174802	3.46639575259253	0.51981453672662	0.620368760040631	0.903941180023687	0.236806539738534
AT1G01300.1.Hnull	0.19150793085813	5.54065064135005	0.877304182129404	0.411483370021249	0.822298586097583	0.218291368899324
AT1G01320.1.Hnull	0.207754766663594	9.23778324638466	0.678975154382427	0.520520275914056	0.868551428138118	0.30598287039319
AT1G01340.2.Hnull	-0.352725820932497	2.40427471556848	-1.35020592337375	0.22194349402853	0.699184819949665	0.261238537638129
AT1G01350.1.Hnull	0.0497979067040615	3.75638307466728	0.212559779051365	0.838162726589825	0.962500396057748	0.234277185111431
AT1G01360.1.Hnull	0.121981624108948	4.51408346433541	0.543693172531932	0.604736407025521	0.900645235042696	0.224357469013066
AT1G01370.1.Hnull	-0.405133508374355	-0.557486207797276	-0.490865801065839	0.639609842156637	0.908342484832325	0.82534474289036
AT1G01380.1.Hnull	0.200562338918182	-0.619203239199217	0.363540421178166	0.727702341546938	0.93391696152169	0.551691991411015
AT1G01390.1.Hnull	0.0733586069283723	3.76611093165267	0.323356467520559	0.756548951835968	0.941399100555368	0.226866057422241
AT1G01400.1	-4.61133040720058	-1.72788710218608	-5.71037839944806	0.00093584915989898	0.0245768387068855	0.807534997618773
AT1G01420.1.Hnull	0.361260897824043	3.75575632947371	1.38850642511153	0.210572316255314	0.691123297033043	0.260179493080145
AT1G01430.1.Hnull	-0.624226403516247	5.04304390976135	-2.1968492128754	0.0668456039117786	0.479984667170733	0.284146221715059
AT1G01440.1.Hnull	0.113923178111436	4.49211139755712	0.518914387757262	0.620962320756931	0.90410604158428	0.219541374837977
AT1G01448.1.Hnull	0.342001501566091	2.6058757999804	1.16194699250493	0.28602538054757	0.748987158626648	0.294334856729397
AT1G01470.1.Hnull	0.102547517492083	6.88229790553338	0.455329122808918	0.663647452258938	0.914438722758786	0.22521624986223
AT1G01490.1.Hnull	-0.00742646150279036	5.71596088152516	-0.0320388012073234	0.975399766118651	0.994364855295581	0.231795860735664
AT1G01500.1.Hnull	0.492729945656019	4.80545677091136	1.98689955106552	0.0903139408982489	0.533949895543583	0.247989358793595
