baseMean	baseMeanA	baseMeanB	log2FoldChange	X.Intercept.	batch2	groupLeaf	dispersion	pvalue	padj
AT1G01130.1	96.6088351091971	167.316807828366	25.900862390028	-2.69151033923038	-11.9897239041292	-0.82070670869582	-1.8319462431049	0.109964859664903	1.42855351969273e-06	1.05723823982127e-05
AT1G01140.3	4828.7122409837	2618.389070694	7039.0354112734	1.42669825820143	-9.45769816884297	-0.194048719712722	0.981696723831476	0.0587736387469713	7.43191004904641e-05	0.000435182602871959
AT1G01150.1	45.2172457690901	88.3479776701922	2.08651386798803	-5.40403069653693	-12.7788198063502	-0.375777270205567	-3.67622418303868	0.125760362223056	4.57933275624218e-12	5.91061888378632e-11
AT1G01225.1	151.858110818453	245.143357950324	58.5728636865824	-2.0653213368711	-11.6824276638928	-0.519625690271252	-1.45519933936882	0.0988039912575208	2.08340345914433e-05	0.000132737692074583
AT1G01280.1	957.327337344653	1912.01643886102	2.63823582828878	-9.50130568094264	-9.88414643093466	0.0346347330084307	-6.55172198126674	0.0580778509216557	9.59333273753134e-60	3.21939014488465e-57
AT1G01310.1	392.419620467962	779.13142129226	5.70781964366335	-7.0927831384891	-10.6403564981243	-0.25807190819003	-4.90228585136494	0.0739198096132444	4.13385651464906e-35	3.21845532804518e-33
AT1G01370.1	239.089753144648	466.844116317446	11.3353899718501	-5.3640349706361	-10.9071879460721	-0.788308423524644	-3.80659515482934	0.0944359540492466	6.34676620506211e-21	1.75973586061722e-19
AT1G01390.1	468.364121080482	61.064529372305	875.663712788659	3.8419704195758	-13.3725260533434	0.122724750163827	2.65975982133449	0.0661557821835346	3.92071051910689e-19	9.47983969489397e-18
AT1G01400.1	28.9005039584264	55.6944317199957	2.10657619685719	-4.72456108979832	-13.2526273927955	-0.397753903628764	-3.16813318129029	0.140312835672711	1.32402778155344e-08	1.24738028751966e-07
AT1G01420.1	458.28165515175	34.7404150536152	881.822895249885	4.66580203936823	-14.1217627021778	0.458693336935064	3.21864410619615	0.0653441915526345	5.04000916066317e-25	1.92728366017972e-23
AT1G01470.1	1911.1720738052	384.812581765713	3437.53156584469	3.1591450863315	-11.5304554716491	0.115023105399155	2.19023663139985	0.051272695923972	1.05720480885174e-18	2.49121481834023e-17
AT1G01490.1	2362.89750633257	1465.07534772319	3260.71966494196	1.15421554978702	-10.0431286894075	-0.205770281041804	0.813038848979661	0.0549166480637646	0.000666433969065844	0.00332857859222417
AT1G01520.1	379.75970126086	120.53449828363	638.984904238091	2.40633572792371	-12.4455839712145	-0.34791129213672	1.61444728400942	0.0806041005928016	1.53116900781064e-07	1.27853597460431e-06
AT1G01550.1	7399.27270188833	4565.34888477449	10233.1965190022	1.16445984611796	-9.03290896685139	0.0779297258481018	0.798113478226089	0.0729174951923358	0.00376857563276601	0.0160191212308708
AT1G01560.2	153.819444474215	86.5687147532459	221.070174195183	1.3525867505735	-12.8496623604199	-0.205363175969139	0.907599088938234	0.106630712006869	0.00873494552859223	0.0340238102398477
AT1G01570.1	179.789706106154	283.241095070923	76.3383171413856	-1.8915513111228	-11.8737122318689	0.191690478254016	-1.31791520181614	0.0944278961377096	6.28470018316698e-05	0.000373512685084464
AT1G01590.1	303.995035148819	420.284087326989	187.705982970648	-1.16289019903175	-11.643998537983	0.486477649934772	-0.8281717693325	0.0760113944799488	0.00385734366509519	0.0163678519942038
AT1G01600.1	2777.19128599127	5412.00807815287	142.374493829677	-5.24840137475278	-8.651566853723	-0.311391970264486	-3.70041340324949	0.0675583735497877	3.82146737270329e-31	2.32440752944678e-29
AT1G01680.1	60.7034193778069	7.64166921169444	113.765169543919	3.89602730961895	-15.1890576493527	-0.416407232649642	2.68881498313652	0.117295666094918	6.06584075683603e-10	6.51575742224373e-09
AT1G01780.1	612.920055222677	949.276727125392	276.563383319962	-1.77921855592271	-10.6972443228645	0.266776390689233	-1.25917644628021	0.0606279582772525	1.17880201112945e-06	8.81791020162318e-06
AT1G01900.1	459.641710550062	717.072105199511	202.211315900612	-1.82625446262638	-10.7651416630219	-0.112561292966831	-1.32199902241894	0.168521547636553	0.00637656910191279	0.0256910662387975
AT1G01980.1	339.23363988421	671.696140861893	6.77113890652652	-6.63226641418225	-11.5992592509497	0.968580215847739	-4.38825158960409	0.0941459050896942	3.95819310217153e-24	1.39316944919831e-22
AT1G02050.1	3102.56545018756	6051.44111056805	153.689789807063	-5.29918552191232	-8.81372374694064	0.224378732296334	-3.71356756017855	0.0666997894445105	7.68616524020437e-32	4.8890039292594e-30
