logFC	logCPM	pvalue	padj	dispersion
AT1G01010.1.Hnull	0.633063560426539	1.93423375661461	0.570218944916769	1	0.547087188196245
AT1G01020.1	-0.0865212554148814	3.4740193131471	0.907699271785096	1	0.253778172609728
AT1G01030.1.Hnull	0.437063720855454	0.470601261717845	0.70975292640959	1	0.563365625776794
AT1G01040.2.Hnull	0.262515760663341	5.91711359399051	0.7010298184914	1	0.217392795672569
AT1G01046.1.Hnull	0.17692805502123	-0.351154500754439	0.907254589160187	1	0.77536518225627
AT1G01050.1	0.0624805697267955	6.45086826876013	0.925058831480868	1	0.204919267620081
AT1G01060.1.Hnull	-3.16126470835926	6.34650510861266	0.0243005391383001	0.232235758636355	0.737056545868969
AT1G01070.1.Hnull	-0.828920179036204	2.44191454421645	0.518238217609362	1	0.705290579133648
AT1G01080.2.Hnull	0.0378619253027307	6.10368565997447	0.957900750576062	1	0.235586842165426
AT1G01090.1.Hnull	0.103501936376844	7.34869875878446	0.880533409234042	1	0.220901634251953
AT1G01100.1	-2.63463442193194	7.68611819424439	0.000304404268942479	0.00691198949520215	0.220548706508371
AT1G01110.2	-2.58287898213639	3.17204840195907	0.00370417692663177	0.052677153757354	0.321592301996438
AT1G01120.1.Hnull	-0.937302979929293	5.67768649423167	0.20493429529777	1	0.249577160692382
AT1G01130.1.Hnull	-0.977457723543122	0.165803410063696	0.428398924408564	1	0.623053133014287
AT1G01140.3.Hnull	-0.20651490149955	6.86431356225207	0.796606766602241	1	0.296222367680957
AT1G01150.1	-5.32917091128865	0.341867229065891	0.000257739117265787	0.00597584999736498	0.576285703881525
AT1G01160.2	-0.43398726988398	5.05473965648635	0.503497868823656	1	0.195261260712325
AT1G01170.1	0.00147532688829314	5.39640250528637	0.99873695244696	1	0.195164859263868
AT1G01180.1	3.03900387743986	3.11899364980467	0.000536293262617322	0.0109842618853104	0.300597656798659
AT1G01183.1	-3.18479302649316	-3.88944202281249	0.619363697763818	1	1.25435957697753
AT1G01190.1.Hnull	0.480595639462215	2.33353479803821	0.782250182090163	1	1.21066058209376
AT1G01200.1.Hnull	-0.554850916079202	-0.0634416776989216	0.654209603575721	1	0.623285214556589
AT1G01210.1.Hnull	0.312601949627913	2.89601167821298	0.706598486043615	1	0.311199655976469
AT1G01220.1.Hnull	-0.0141877390251777	5.05427165730685	0.983116959282573	1	0.193236836793714
AT1G01225.1	-2.05375999944794	2.04825134448783	0.0417631711109402	0.349843898738554	0.418008076012624
AT1G01230.1.Hnull	0.185511870575492	4.36467865683849	0.793654519110803	1	0.231278176206906
AT1G01240.1	1.13529275467345	4.96525822659572	0.0844607795439965	0.574538231733425	0.196903554641665
AT1G01250.1	-1.51906813149302	3.9680549666355	0.0375993200602445	0.323837403967153	0.235829159879099
AT1G01260.1	0.0480395145975354	4.90034590099206	0.941629525739546	1	0.195463690065122
AT1G01280.1.Hnull	1.90941681694558	-3.50896340866274	0.610741984266444	1	1.34671723597035
AT1G01290.1	0.068147359464178	3.98720640968252	0.921515514041984	1	0.214284265644807
AT1G01300.1.Hnull	0.329152838873442	5.61041683776085	0.636792637148924	1	0.225335313351821
AT1G01305.1	-4.78274663494289	-3.34027221730947	0.115216661198557	0.705368701320703	0.857275509715983
AT1G01310.1	-7.06645993867427	3.41217987840094	8.14146427455596e-12	1.11843365471712e-09	0.268191025188639
AT1G01320.1.Hnull	0.367259182318901	9.25475084793407	0.590823219630012	1	0.21751706619542
AT1G01340.2.Hnull	-0.129419848110653	2.80576098326216	0.902965685904726	1	0.47862355554775
AT1G01350.1.Hnull	0.198797528761063	3.76987886574898	0.780818684104864	1	0.232871804614944
AT1G01355.1.Hnull	1.24320970749522	-2.16446155070153	0.487912737191045	1	1.09222748510865
AT1G01360.1.Hnull	0.414274128813676	4.96202877489935	0.647748734996299	1	0.373981333847877
AT1G01370.1	-5.32190823499615	2.69196421090278	3.05999107076909e-06	0.000124942422611063	0.396694325947168
AT1G01380.1.Hnull	0.254340575156378	-0.207880829806956	0.858753760175196	1	0.754893100898098
AT1G01390.1.Hnull	0.282299431902518	3.93537664046898	0.721655387942467	1	0.28670564601949
AT1G01400.1.Hnull	0.0210713585057603	-2.49583107809269	1	1	0.898910615703223
AT1G01420.1	4.61354644763269	3.60671228175986	1.49875818411468e-07	8.93240371118241e-06	0.259023242548512
AT1G01430.1.Hnull	-0.45501617099268	5.07556825143973	0.488359097387147	1	0.199948499562622
AT1G01440.1.Hnull	0.292740747199797	4.5337308815034	0.664691339249794	1	0.210840801814429
AT1G01448.1	0.583358932613591	3.07504187042532	0.486881554885177	1	0.318714225446661
AT1G01450.1	0.585670486369506	-1.23931281805398	0.688086081389325	1	0.691446509382431
AT1G01453.2	0.909103116341217	-3.7464638619991	1	1	1.21340849172992
AT1G01460.1.Hnull	-1.65841919816492	-3.53656048181404	0.55650134284513	1	0.886572583959819
AT1G01470.1.Hnull	0.218263256468677	6.9500161244246	0.758366898381163	1	0.234074676079782
AT1G01480.1.Hnull	1.72432582922518	-1.35843541189895	0.206829198935719	1	0.699747625485037
AT1G01490.1.Hnull	0.0979219615249897	5.85208243304952	0.895379416935193	1	0.256055364197637
AT1G01500.1.Hnull	0.556680728593743	4.87027130406321	0.409178632259144	1	0.210121128872714
AT1G01510.1	-0.719057257657185	5.04468587877997	0.317785727100949	1	0.238010471776509
AT1G01520.1	2.40141410353902	3.3678090425659	0.00355221437981637	0.0509113667634089	0.280165542078578
AT1G01530.1.Hnull	-0.358867159584606	-3.07117421816129	0.999999999999999	1	1.64923241108203
AT1G01540.2.Hnull	-0.216287763149948	6.08091097781707	0.744665928772803	1	0.205388636425001
AT1G01550.1.Hnull	0.390559856665494	7.43802813439126	0.627409227676568	1	0.298504645504935
AT1G01560.2.Hnull	-0.48325098496238	2.21865865007835	0.604218352897842	1	0.386672710291555
AT1G01570.1	-1.92360763682036	2.29771773388732	0.0418215573111036	0.35021252274385	0.373210177496502
AT1G01580.1	-0.0469799011828659	3.05620180170629	0.958460844978855	1	0.335285242407866
AT1G01590.1	-1.2139951632017	3.04986245135579	0.147132553982963	0.826004683424993	0.311248814377641
AT1G01600.1.Hnull	-0.119459862444462	2.46536025161137	0.905484962614796	1	0.412888453701745
AT1G01610.1	-0.790250704783312	6.2512186545043	0.325963229340752	1	0.295563414512572
AT1G01620.1	-1.72783269371988	8.17189468895701	0.0296142334124341	0.270324371504051	0.27700210940777
AT1G01630.1	-0.316324487346979	5.86890414128551	0.629348387681853	1	0.199995605982322
AT1G01640.1.Hnull	1.12918941477691	1.09034823825829	0.382510838781617	1	0.691034009666983
AT1G01650.1	0.416157792545069	5.9072517884073	0.547021154149228	1	0.221558263570121
AT1G01660.1	-0.178364595149812	0.908209010160766	0.873301716445848	1	0.501203725406262
AT1G01670.1	0.378352413064984	1.7734998906422	0.704968114641114	1	0.4272398162316
AT1G01680.1	3.87547544738176	0.752819843560766	0.00212667088699574	0.0340106418045448	0.534754525192915
AT1G01690.1	-1.90453349632892	3.1607154279241	0.0221109195990445	0.214891233103554	0.296363833757279
AT1G01695.1	-1.66518213341277	-0.464361887810363	0.195224377931502	0.983103075934396	0.619530034383312
AT1G01700.1.Hnull	0.580546221645288	1.29507126176928	0.641344149360473	1	0.654899719369632
AT1G01710.1.Hnull	0.0840147548126664	5.09358170925711	0.904355430038768	1	0.224880280858627
AT1G01720.1	0.242106550184473	5.50204724996343	0.715972525048402	1	0.205715795941612
AT1G01725.1.Hnull	0.216482932151913	3.04919125814117	0.835831979323363	1	0.484350407797554
AT1G01730.1.Hnull	0.516098433303657	4.20339372734557	0.523407930752124	1	0.298759062132874
AT1G01740.1	1.17984821335042	3.06503380255059	0.151451710299625	0.84267342358854	0.301333784975479
AT1G01750.1	-1.3984917443846	0.190995457727039	0.236298000650718	1	0.565997021441961
AT1G01760.1	-0.140202013223898	1.48159175579155	0.898839023169001	1	0.448374186786262
AT1G01770.1.Hnull	0.423603563970963	4.1386583656503	0.539234026772254	1	0.219036205377713
AT1G01780.1.Hnull	0.379302426403991	2.74411459732041	0.658357626147308	1	0.333360223739752
AT1G01790.1.Hnull	-0.214334448544358	8.11332190941581	0.752860980081424	1	0.216248065151132
AT1G01800.1.Hnull	0.081226776572535	5.88077229192261	0.907820719667736	1	0.227717804437065
AT1G01810.1.Hnull	0.67803590297861	-1.15996378043443	0.604833722063415	1	0.640182082976522
AT1G01820.1	0.680036320864678	5.85817401901539	0.314394404316131	1	0.211213520230247
AT1G01830.2.Hnull	0.311347720413895	5.65454147367193	0.72883998983417	1	0.368164425077977
AT1G01840.1	-1.43370702293228	0.397978671058007	0.225271345085472	1	0.557223534614192
AT1G01860.1.Hnull	0.15849927283409	3.87502179556716	0.824605186655047	1	0.232473267643475
AT1G01880.1.Hnull	1.18383835084208	0.476895695853355	0.310925029652477	1	0.552108631132836
AT1G01900.1.Hnull	-0.423105271360102	3.03569478700133	0.64756728054148	1	0.386090504254724
AT1G01910.1.Hnull	0.145486368121168	5.47725691396173	0.827378662838827	1	0.206370626794867
AT1G01920.1.Hnull	0.230572321108733	3.08155962971341	0.780547303346878	1	0.308791623446517
AT1G01930.1	-0.257802441547743	3.90236734886352	0.711955619547067	1	0.223484668198316
AT1G01940.1	-0.740635657715579	3.50310927527716	0.336746299797816	1	0.270067539898984
AT1G01950.3	-0.214311322011131	4.82755576436733	0.743391558789247	1	0.198436462623475
AT1G01960.1	0.102931211191162	6.91102848162755	0.886176124538866	1	0.239955929364248
AT1G01970.1.Hnull	-0.0969656277885616	5.24961579075075	0.881038380268988	1	0.194110325528619
AT1G01980.1.Hnull	-0.412310278355528	-2.31409478026021	0.77940795007561	1	0.692363263499869
AT1G01990.1.Hnull	0.566101754539408	4.11052977957316	0.404835860939626	1	0.212333248011794
AT1G02000.1.Hnull	0.157222627243078	3.55973998935295	0.830751615607865	1	0.244496685713536
AT1G02010.1	-0.642492578991504	4.35497346850669	0.339452083778517	1	0.208109662081783
AT1G02020.1.Hnull	0.430026197589168	4.39210694527552	0.515014632774743	1	0.201546363716746
AT1G02030.1	-1.78091545923161	-0.0794456233515367	0.165070974618136	0.885978712176847	0.631083020218669
AT1G02040.1.Hnull	-3.67826045761312	-3.76073410184137	0.386014873343366	1	0.8861118449824
AT1G02050.1	-5.33239722505153	6.38914764363176	5.19497067705216e-11	6.15223359275897e-09	0.212970900459333
AT1G02060.1.Hnull	0.465818278314471	2.12218525835803	0.621493434685382	1	0.396752161946013
AT1G02065.1	-7.47782230005461	3.68760651132081	3.04072302925834e-11	3.74636166945618e-09	0.314415035204319
AT1G02070.1	-2.1198582947611	1.41929082488463	0.0601189675968028	0.455786047108763	0.510079566096711
AT1G02074.1	-2.31968786795226	-4.04497766945009	1	1	1.11022655349916
AT1G02080.1.Hnull	0.648969368362946	7.20379483212478	0.388087293624514	1	0.260515458405296
AT1G02090.1	-1.13703206204767	5.09726363485155	0.0823222407012331	0.564886004811783	0.194899677468062
AT1G02100.3.Hnull	0.283864736453303	4.8025154033694	0.676164881569435	1	0.213816595962143
AT1G02110.1	-0.819747751498446	4.24771119717543	0.28441255353498	1	0.266943592794334
AT1G02120.1.Hnull	0.373819506902493	6.45915931590088	0.591016937321201	1	0.224911603146124
AT1G02130.1.Hnull	0.22677846731069	5.14352530261871	0.738270543899224	1	0.213585383397125
AT1G02140.1.Hnull	0.130805038972826	6.04511760451151	0.841948941263729	1	0.200247359957423
AT1G02145.3	-0.204056380551677	4.72052575777284	0.753072460806708	1	0.194685631215784
AT1G02150.1.Hnull	0.379537403806128	7.06944590913723	0.637335206266932	1	0.298688830465126
AT1G02160.2	-0.724718227052607	4.14707237379107	0.283688098560457	1	0.209512719074396
AT1G02170.1	0.78838738043315	4.44026493287446	0.286975564428204	1	0.250261872973887
AT1G02180.1.Hnull	0.243027811550585	1.52658770067552	0.8144079111659	1	0.46764614510322
AT1G02190.1.Hnull	0.05670936832123	-1.20688038467811	1	1	0.661800677659046
AT1G02205.3	-4.04568009117232	8.74715066021866	1.53886149168575e-06	6.79746293956047e-05	0.258449834547888
AT1G02220.1	0.590100057384602	1.46666435054092	0.565444381734529	1	0.450160547600104
AT1G02230.1.Hnull	0.873740876868655	-0.64354417555922	0.538727829329208	1	0.763131929314352
AT1G02250.1	-1.62135515781994	-2.54084569300104	0.341669797659998	1	0.742214098707952
AT1G02260.1.Hnull	0.598972752127377	4.24944416722598	0.410870744546436	1	0.243405116979841
AT1G02270.1.Hnull	0.552920571810543	5.13986935970426	0.400048942418502	1	0.199925030842735
AT1G02280.1.Hnull	0.00835825197267611	5.87631569845304	0.992259094380239	1	0.311184046749611
AT1G02290.1	-0.422377660460677	3.92960584749361	0.539157868808347	1	0.217351306833685
AT1G02300.1	0.744159992882825	4.44780794209325	0.291656472329247	1	0.228161726577355
AT1G02305.1	0.622707794892188	6.94344298380928	0.356508921762708	1	0.211481577896774
AT1G02310.1	-5.88759968250446	-0.0146480383092128	0.000242428620733338	0.00568018920216332	0.615906565312841
AT1G02320.1.Hnull	2.35371920492721	-4.047416471156	1	1	1.08526494702167
AT1G02330.1	-0.556040291796141	4.98127042793365	0.399310948976742	1	0.20134368330902
AT1G02335.1	-1.22507697695333	3.13730558815593	0.170493213994456	0.904479832882348	0.353579709460202
AT1G02340.1	1.86370747164259	6.16844363280388	0.00957738636613132	0.112500508939486	0.226327231686345
AT1G02350.1.Hnull	-0.312439412350685	2.06779925051154	0.740827965355238	1	0.396562841114932
AT1G02360.1.Hnull	0.235119048792922	1.0752878053076	0.833820007689633	1	0.516099498466479
AT1G02370.1	-1.30682910248005	3.40045690040679	0.0992763120075901	0.640135337340657	0.279207664086477
AT1G02380.1	-1.59850346131347	1.57322541135649	0.147093257485089	0.825952840670924	0.50679101688169
AT1G02390.1	0.550983520232922	1.82972868065007	0.653190161481751	1	0.640234508276099
AT1G02400.1	-1.28888825424361	1.01241247942985	0.262848717360338	1	0.54702952277696
AT1G02405.1	1.07678668960005	-2.08098287567192	0.48578590169576	1	0.674160484139169
AT1G02410.1.Hnull	-0.0575602684913589	4.1807661914762	0.937102633169805	1	0.236444434926422
AT1G02420.1.Hnull	0.502537709844079	2.08572295745369	0.597533067732872	1	0.394834098949299
AT1G02430.1	0.189290644725098	0.883825259694313	0.864181327953649	1	0.509984410084141
AT1G02440.1	-0.203507703831179	-0.943634694155529	0.899090587204113	1	0.708436865040815
