baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	dispersion
AT1G01010.1	130.991296354779	0.158438567410269	0.321484747409741	0.492833855064155	0.622129987188875	0.99978105197959	0.0306645362404852
AT1G01020.1	349.350317160877	-0.15293941362046	0.293930971597119	-0.520324254328968	0.60283759373829	0.99978105197959	0.0124242327318683
AT1G01030.1	48.9122632984123	0.153958465222232	0.327342288751389	0.470328675862473	0.638120213022102	0.99978105197959	0.118700566908523
AT1G01040.2	2179.34591729972	0.0462333134257421	0.264997434020204	0.17446702303622	0.861498445085129	0.99978105197959	0.00302847410873884
AT1G01046.1	25.6666558620675	-0.0315284185308266	0.306732371579922	-0.102788037560006	0.918131199617724	0.99978105197959	1e-08
AT1G01050.1	2229.79048207535	-0.190161453153761	0.264247462187711	-0.719633980888255	0.47175038414073	0.99978105197959	1e-08
AT1G01060.1	3024.93102045314	-0.31806399942267	0.244315667264636	-1.30185674534802	0.192965361278388	0.99978105197959	1.06317891177371
AT1G01070.1	192.332007429535	-0.520128556849358	0.316956463192804	-1.64100946738848	0.100795449956949	0.99978105197959	0.0595085213895364
AT1G01080.2	2603.20026168126	-0.114894041865449	0.266611454072539	-0.430941882317589	0.666510629202002	0.99978105197959	0.0181033349176924
AT1G01090.1	6112.22835623369	-0.0547241332868373	0.263142744861033	-0.207963678860831	0.835257327371674	0.99978105197959	0.0178381927636679
AT1G01100.1	4100.88568129235	-0.212553381767357	0.261439378173874	-0.813012114900284	0.416211112239936	0.99978105197959	0.00140990115976245
AT1G01110.2	63.9949072120823	0.0452846677459433	0.329830272668693	0.137296881149023	0.890796135574849	0.99978105197959	1e-08
AT1G01120.1	1887.07973214954	-0.705832626780474	0.284088919612349	-2.48454824547051	0.0129715929858636	0.99978105197959	0.125773716870632
AT1G01130.1	41.0687650046616	-0.450001706318567	0.324885086425638	-1.38511038247232	0.166018717680652	0.99978105197959	1e-08
AT1G01140.3	4182.88558339509	-0.288386163436665	0.262442995796014	-1.09885258153666	0.271832372635348	0.99978105197959	0.00710490231761838
AT1G01150.1	17.0192896853406	-0.0235689259054308	0.274221923713657	-0.0859483646903504	0.931507464262143	0.99978105197959	1e-08
AT1G01160.2	812.247011784766	0.149340654560835	0.27826003036198	0.53669459593806	0.591478589514458	0.99978105197959	0.0207083815705022
AT1G01170.1	1462.51665729655	-0.108122566715085	0.267674922117626	-0.403932373864938	0.686262449198965	0.99978105197959	1e-08
AT1G01180.1	371.061672417845	0.0719205181987645	0.293670091078838	0.244902427532046	0.806531982021731	0.99978105197959	0.0201738998307687
AT1G01190.1	196.411535909379	0.236700637798291	0.326313867372671	0.725377194981309	0.468220659620589	0.99978105197959	0.00212095088792019
AT1G01200.1	34.247828866366	-0.259049627792418	0.314048312389049	-0.824871898918221	0.409444321762646	0.99978105197959	0.420343562801696
AT1G01210.1	273.668741508104	0.103826296803818	0.30249381975473	0.343234439923445	0.731422097344649	0.99978105197959	0.041336975737554
AT1G01220.1	1232.78156064084	-0.134099280433049	0.270677971562809	-0.495419999118518	0.620303680525161	0.99978105197959	0.00655384208919294
AT1G01225.1	75.3812187542376	-0.194705576777732	0.329745370569641	-0.5904725104749	0.554873910175086	0.99978105197959	0.144341634630583
AT1G01230.1	740.039579418162	-0.0102597727366933	0.276739699526823	-0.0370737294079445	0.970426218519397	0.99978105197959	1e-08
AT1G01240.1	1064.11342108541	0.30451811817281	0.271500798305312	1.12161039699916	0.262028129057821	0.99978105197959	1e-08
AT1G01250.1	210.011777897153	-0.295922570893759	0.309065188611183	-0.957476227664195	0.338326939596317	0.99978105197959	0.0354384270311643
AT1G01260.1	747.912283230775	0.326193366035663	0.276648346823332	1.17909024138854	0.238362244018304	0.99978105197959	1e-08
AT1G01270.1	0.280637123923876	-0.0425785703582482	0.0789059986848604	-0.539611323193578	0.589465106075238	0.99978105197959	1e-08
AT1G01280.1	1.11579839588572	0.0366387796833054	0.0954980057083686	0.383660155115624	0.701230348250743	0.99978105197959	1e-08
AT1G01290.1	418.734347133437	0.0766077884765865	0.28822136136639	0.265794971314433	0.790397116268348	0.99978105197959	1e-08
AT1G01300.1	1833.67945718892	0.138563992675149	0.266765951129437	0.519421583183666	0.603466783565769	0.99978105197959	0.00543593790738735
AT1G01310.1	3.03011751962295	-0.0396491050376465	0.161158940733234	-0.246024855073213	0.80566299215474	0.99978105197959	1e-08
AT1G01320.1	22229.1149995681	0.155062646858876	0.258363075745567	0.600173404854413	0.548390675984902	0.99978105197959	0.00361402721310521
AT1G01340.2	246.035789402188	-0.261815444933762	0.303695200992269	-0.862099381479614	0.388632831731173	0.99978105197959	1e-08
AT1G01350.1	496.268668575909	0.0249142198526578	0.284254016544508	0.0876477319670761	0.930156663506466	0.99978105197959	1e-08
AT1G01355.1	5.69343442510785	0.0847048340618962	0.199736235827086	0.424083460425409	0.671504947240546	0.99978105197959	1e-08
AT1G01360.1	1084.16065948145	0.0650051420437572	0.273720236499932	0.237487526954454	0.812278594508452	0.99978105197959	0.00999480162620696
AT1G01370.1	42.6170118391365	-0.261231794484023	0.318631635780416	-0.81985517176973	0.41229867469679	0.99978105197959	0.420998062200801
AT1G01380.1	28.8167390865174	0.11796222141917	0.309297209716178	0.381387926284289	0.702915418673168	0.99978105197959	0.197276196294169
AT1G01390.1	542.159514239975	0.0342326519219776	0.283133648248079	0.12090633569622	0.903765223829618	0.99978105197959	1e-08
AT1G01400.1	4.73210492463247	0.0109910661285005	0.189467746841425	0.0580102223820682	0.953740485957244	0.99978105197959	1e-08
AT1G01420.1	544.054518313305	0.2105220599942	0.289932156443896	0.726108006011874	0.467772561425462	0.99978105197959	0.0598401065678868
AT1G01430.1	1267.85831158266	-0.485319783076813	0.282945901323654	-1.71523878171209	0.0863014572556989	0.99978105197959	0.0942746907881632
AT1G01440.1	835.269334979504	0.0698580665916148	0.275522575997825	0.253547522697981	0.799845142729734	0.99978105197959	0.00448412562786179
AT1G01448.1	240.776805028797	0.165769772556755	0.307307677193496	0.539426069894045	0.58959289661426	0.99978105197959	0.0592428122992623
AT1G01450.1	14.5439507127502	0.0433347653984566	0.276124041039897	0.1569394871785	0.875292539171495	0.99978105197959	1e-08
AT1G01453.2	1.53326561844513	-0.00308515932050719	0.113824380621508	-0.0271045561914019	0.97837634078186	0.99978105197959	1e-08
AT1G01460.1	1.23024084156495	-0.0422738740324337	0.104686294142199	-0.403814791409194	0.686348918681618	0.99978105197959	1e-08
AT1G01470.1	4648.52604971326	0.0695798076026955	0.260646248447269	0.266951118679815	0.789506797276895	0.99978105197959	0.000339248140985081
AT1G01480.1	11.6470856700504	0.259349037609346	0.258357833488347	1.0038365553218	0.315457401317455	0.99978105197959	0.0409491506238042
AT1G01490.1	2071.53242922569	-0.0287838984351105	0.267316750634114	-0.107677122241053	0.914251817788178	0.99978105197959	0.0135295227659988
AT1G01500.1	1077.36436552811	0.366475309406636	0.278126174152708	1.31765847109887	0.18761800249586	0.99978105197959	0.0455180827382264
AT1G01510.1	1032.17343418025	0.0646434562239913	0.272480993423306	0.237240239812126	0.812470420375751	0.99978105197959	0.00434039613748545
AT1G01520.1	288.224591329006	-0.431167554293884	0.3150353910288	-1.36863211744507	0.17111429924246	0.99978105197959	0.109312078969618
AT1G01530.1	2.25592886617285	-0.0250701287879158	0.129896198461285	-0.19300125088255	0.84695798844557	0.99978105197959	1e-08
AT1G01540.2	2528.85281955681	-0.287028226367096	0.283355102247407	-1.01296297151721	0.311077847936435	0.99978105197959	0.132089985743956
AT1G01550.1	6111.39754652249	0.011780875228535	0.269461947578239	0.0437199958451069	0.965127600075837	0.99978105197959	0.0540058939341132
AT1G01560.2	169.883260576177	-0.409153126188075	0.313433516069006	-1.3053904742529	0.191759920352453	0.99978105197959	0.0145528902827282
AT1G01570.1	56.3924008119586	0.224048575157143	0.329548023772403	0.679866237983812	0.496589160970204	0.99978105197959	1e-08
AT1G01580.1	181.679367410432	0.289724881929694	0.316465025962815	0.915503635980733	0.359927294543032	0.99978105197959	0.103335672379686
AT1G01590.1	109.548822707567	0.41197071929901	0.323997588094608	1.27152403115641	0.203542283790351	0.99978105197959	1e-08
AT1G01600.1	208.971440627175	-0.294371648198379	0.318081056338212	-0.925461112293895	0.354726102839039	0.99978105197959	0.210587835213909
AT1G01610.1	1942.72398552322	0.00859181026800939	0.265997408032984	0.032300353343834	0.974232527425473	0.99978105197959	0.0042073439584216
