baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pvalue	padj	dispersion
AT1G01010.1	130.991296354779	113.099863501215	148.882729208342	1.31638292566765	0.396579219014617	0.750230510304804	1	0.666585456190113
AT1G01020.1	349.350317160877	374.482429645237	324.218204676517	0.865776813570834	-0.207932930736143	0.834724458729015	1	0.00477302255357598
AT1G01030.1	48.9122632984123	44.5516492750718	53.2728773217527	1.19575544763414	0.257922363983099	0.797578065878875	1	0.103461337287359
AT1G01040.2	2179.34591729972	2124.46808266915	2234.22375193029	1.05166265859982	0.0726720061387906	0.942954289623334	1	0.0643673130196434
AT1G01046.1	25.6666558620675	26.1350909436457	25.1982207804894	0.964152787331925	-0.0526663093657733	0.978263166830279	1	0.669903009728219
AT1G01050.1	2229.79048207535	2413.32655621866	2046.25440793203	0.847897853963956	-0.238037620730771	0.816222674431125	1	0.174480343746333
AT1G01060.1	3024.93102045314	5521.98268766397	527.879353242315	0.0955959812082697	-3.38690622023782	0.305059587392726	1	3.18821381163288
AT1G01070.1	192.332007429535	260.68576206796	123.97825279111	0.475585056151971	-1.07222471149883	0.589920025714481	1	1.5924258511321
AT1G01080.2	2603.20026168126	2664.29600701156	2542.10451635096	0.954137419288609	-0.067731030072954	0.944117683771752	1	0.321815816733598
AT1G01090.1	6112.22835623369	6146.91979370292	6077.53691876445	0.988712578451153	-0.0163769084924447	0.979272529767537	1	0.155088219892986
AT1G01100.1	4100.88568129235	4430.24573645502	3771.52562612967	0.851312963318273	-0.232238495732946	0.849926087516161	1	0.606475091749459
AT1G01110.2	63.9949072120823	62.7239484769329	65.2658659472317	1.0405254696495	0.0573122793330348	0.981041416814736	1	0.159819248652415
AT1G01120.1	1887.07973214954	2574.84529404166	1199.31417025743	0.465781059946676	-1.10227611844839	0.279991355106421	1	0.413267929290287
AT1G01130.1	41.0687650046616	55.917520240943	26.2200097683802	0.468905088340842	-1.0926321602853	0.37765397581897	1	0.429120585992764
AT1G01140.3	4182.88558339509	4779.31154897984	3586.45961781033	0.750413439478721	-0.414242428953479	0.68059736744219	1	0.440513694284708
AT1G01150.1	17.0192896853406	17.7503318116622	16.2882475590189	0.917630595971013	-0.124014599872153	0.97863177779923	1	1.54426680758461
AT1G01160.2	812.247011784766	750.75390409375	873.740119475782	1.16381695081625	0.218864163987961	0.824772023499746	1	0.043622335496275
AT1G01170.1	1462.51665729655	1532.41008810233	1392.62322649078	0.908779730245279	-0.13799743808255	0.899160531050034	1	0.00924303595062425
AT1G01180.1	371.061672417845	367.36357268385	374.75977215184	1.02013318689699	0.0287575203653837	1	1	0.239129221466358
AT1G01190.1	196.411535909379	166.944059679431	225.879012139326	1.35302215947703	0.436185467626219	0.842729645107602	1	1.97519939059802
AT1G01200.1	34.247828866366	41.5702676533673	26.9253900793647	0.647707883525828	-0.62658479104911	0.566749783639992	1	0.189174553088212
AT1G01210.1	273.668741508104	256.331637489026	291.005845527183	1.13527088726861	0.183036580414865	0.886648049839242	1	0.0506461772822708
AT1G01220.1	1232.78156064084	1299.23162035961	1166.33150092207	0.897708678456613	-0.155680752742604	0.876636941313585	1	0.0314340874216132
AT1G01225.1	75.3812187542376	80.789676679977	69.9727608284982	0.866110172784493	-0.207377541505657	0.830569076423543	1	0.244859261916601
AT1G01230.1	740.039579418162	742.021552287187	738.057606549138	0.994657910237472	-0.00772766577738299	0.991597399906359	1	0.120565274363804
AT1G01240.1	1064.11342108541	918.301686241266	1209.92515592956	1.31756826112554	0.397877707544628	0.711417777141164	1	0.189042724298257
AT1G01250.1	210.011777897153	245.984441898201	174.039113896105	0.707520819418854	-0.499155493754981	0.625961949851986	1	0.146908317012069
AT1G01260.1	747.912283230775	639.131466033864	856.693100427685	1.34040200796857	0.422665752863708	0.696987062990308	1	0.197190252713189
AT1G01270.1	0.280637123923876	0.561274247847752	0	0	-Inf	0.9953076672475	1	0.450463449100258
AT1G01280.1	1.11579839588572	0.456052188114849	1.7755446036566	3.89329258784186	1.96099076985004	0.790105518018419	1	1.80646514458021
AT1G01290.1	418.734347133437	403.03924668964	434.429447577234	1.07788373252833	0.108201568117179	0.92388810072154	1	0.123035628707759
AT1G01300.1	1833.67945718892	1698.43718722482	1968.92172715301	1.15925495624018	0.213197894776138	0.841011249572482	1	0.262470421053342
AT1G01310.1	3.03011751962295	3.75363956465169	2.30659547459421	0.61449572737766	-0.702525115391933	0.834608632532264	1	0.593905356900512
AT1G01320.1	22229.1149995681	20738.9764196883	23719.2535794479	1.14370415875156	0.193713919337952	0.84907496063269	1	0.00389585088148389
AT1G01340.2	246.035789402188	276.646239712896	215.42533909148	0.778703297449656	-0.3608543594579	0.777647695664735	1	0.745048304863748
AT1G01350.1	496.268668575909	490.879071159539	501.658265992279	1.02195896192371	0.0313372641641207	0.98151572583042	1	0.00362588179196694
AT1G01355.1	5.69343442510785	3.75363956465169	7.63322928556401	2.03355414234406	1.0240034023326	0.650396139364639	1	1.37068266821385
AT1G01360.1	1084.16065948145	1018.35698200159	1149.96433696131	1.12923499056396	0.175345738054509	0.903068299999466	1	0.80977351554495
AT1G01370.1	42.6170118391365	44.6917654961711	40.5422581821018	0.907152754696504	-0.140582589461673	0.932374998918196	1	1.17018816557779
AT1G01380.1	28.8167390865174	28.0996857050212	29.5337924680137	1.05103639870022	0.0718126324923023	1	1	0.589495053743954
AT1G01390.1	542.159514239975	528.803888973972	555.515139505977	1.05051258337724	0.0710934431791741	0.950938289927278	1	0.305524091975278
AT1G01400.1	4.73210492463247	4.94624617089686	4.51796367836808	0.913412620858067	-0.130661370943427	1	1	0.669867252513373
AT1G01420.1	544.054518313305	466.359633363604	621.749403263006	1.33319729835676	0.414890299030004	0.68431863195334	1	0.350938451971916
AT1G01430.1	1267.85831158266	1514.34543905055	1021.37118411478	0.674463803156532	-0.568187075594961	0.567241607235793	1	0.067655827962041
AT1G01440.1	835.269334979504	804.883728470501	865.654941488507	1.07550309550112	0.105011677115868	0.917014391137537	1	0.0442019212620076
AT1G01448.1	240.776805028797	211.008809422274	270.544800635319	1.28214931583212	0.358564284317475	0.726283784211101	1	0.290265512374599
AT1G01450.1	14.5439507127502	13.5760737958957	15.5118276296046	1.14258568882368	0.192302365025388	0.922220183160053	1	-0.0676057858056417
AT1G01453.2	1.53326561844513	1.47337862407745	1.59315261281282	1.08129206354569	0.112756256391812	1	1	0.482317762595789
AT1G01460.1	1.23024084156495	1.9294308121923	0.531050870937605	0.275237063481019	-1.86125333814723	0.755015326745787	1	-0.193200713464201
AT1G01470.1	4648.52604971326	4490.28283450674	4806.76926491977	1.07048251570723	0.0982612322405012	0.921199418331577	1	0.263988637909575
AT1G01480.1	11.6470856700504	5.9987365560427	17.2954347840581	2.88317958664745	1.52766070179865	0.330965458491366	1	0.243963757111096
AT1G01490.1	2071.53242922569	2140.40499724102	2002.65986121036	0.93564529320002	-0.0959663927807967	0.910402564507693	1	0.267423978361889
AT1G01500.1	1077.36436552811	928.814719428785	1225.91401162744	1.31986927638417	0.400395048029612	0.681616704943214	1	0.121993304768398
AT1G01510.1	1032.17343418025	994.663133414507	1069.68373494599	1.07542312468539	0.104904399145814	0.92500089062	1	0.0992066801128328
AT1G01520.1	288.224591329006	385.784717408162	190.66446524985	0.494225034446158	-1.01676000417904	0.652172389375404	1	1.96947542680103
AT1G01530.1	2.25592886617285	2.73631312868909	1.7755446036566	0.648882097973643	-0.623971730871118	0.900043296637535	1	1.64912776820557
AT1G01540.2	2528.85281955681	2818.21492367291	2239.49071544072	0.794648660976518	-0.33161095411678	0.717865412623698	1	0.0719680870174566
AT1G01550.1	6111.39754652249	5772.95357892895	6449.84151411602	1.11725158117635	0.159954086490508	0.868572838129003	1	0.412215031836922
AT1G01560.2	169.883260576177	207.325227968172	132.441293184182	0.638809345500947	-0.646542675987235	0.542297189591282	1	0.0479531853514217
AT1G01570.1	56.3924008119586	47.7093902183261	65.075411405591	1.36399587393163	0.447839280236443	0.718731604775392	1	0.036854831549796
AT1G01580.1	181.679367410432	141.830341989	221.528392831864	1.56192525326523	0.643325414220085	0.541041603262502	1	0.506661148925619
AT1G01590.1	109.548822707567	82.755080804803	136.342564610332	1.64754312707309	0.720316230574832	0.524715646852804	1	0.457353302473922
AT1G01600.1	208.971440627175	222.934335909092	195.008545345257	0.874735354471273	-0.193081489990451	0.826658197074939	1	0.381745316427804
AT1G01610.1	1942.72398552322	1930.74761753845	1954.70035350799	1.01240593837949	0.017787874874077	0.992974672798496	1	0.0121739462826009
AT1G01620.1	4540.19925608549	5737.99773249665	3342.40077967433	0.5825029802199	-0.779662663940235	0.413105583410769	1	0.173946254089533
AT1G01630.1	2085.84235781169	2080.74768814708	2090.9370274763	1.00489696054321	0.00704757888242104	0.99302860123011	1	0.0862379941966699
AT1G01640.1	70.8373236765503	49.5690327077856	92.1056146453151	1.85812814198508	0.893849997647191	0.568701652345711	1	0.96018388224128
AT1G01650.1	1625.72333113151	1493.44761823267	1757.99904403036	1.17714141598803	0.235287649084218	0.82764441931606	1	0.269429563866991
AT1G01660.1	41.752341103665	37.5712898078833	45.9333923994466	1.22256629022644	0.289912693388627	0.840918543668912	1	0.195439894896576
AT1G01670.1	85.4647900501184	75.8442398725306	95.0853402277063	1.25369230923157	0.32618331431664	0.788603890782552	1	0.377703332161321
AT1G01680.1	51.0530626771239	62.3387637628181	39.7673615914297	0.637923487586851	-0.648544697070375	0.764637675843133	1	1.82814728981276
AT1G01690.1	102.196316618142	83.2454875786507	121.147145657633	1.45529985085586	0.541316437514173	0.602892947416642	1	0.147150456975057
AT1G01695.1	12.7272096408836	9.50676805204535	15.9476512297219	1.67750503035475	0.746317092659123	0.665121874841221	1	0.0964897917097908
AT1G01700.1	83.2867608791689	73.3186406511241	93.2548811072137	1.27191230332479	0.346999202131696	0.812991292045331	1	0.807982529572116
AT1G01710.1	1230.22718338186	1277.31404501542	1183.14032174831	0.926272067832804	-0.110492085783388	0.914647709885924	1	0.124265772463559
AT1G01720.1	1215.42585205099	1180.31369622897	1250.538007873	1.05949631175881	0.0833785655142075	0.903604006186218	1	0.271290635337471
AT1G01725.1	287.612857100658	290.292641407158	284.933072794158	0.98153735972424	-0.0268849136318615	0.983716020310355	1	0.848379199306823
AT1G01730.1	645.570702387327	581.003742962897	710.137661811757	1.22226004636446	0.289551263624328	0.780486959087109	1	0.43017555304699
AT1G01740.1	332.992620884432	295.656268575368	370.328973193495	1.25256594415515	0.324886559349593	0.730884167059616	1	0.098442257453114
AT1G01750.1	45.2593947591701	48.6206852311054	41.8981042872349	0.861734138218815	-0.214685256471682	0.902217636695046	1	0.673778264471087
AT1G01760.1	85.4096160470803	95.5586268699348	75.2606052242258	0.787585670592184	-0.344491231938471	0.771130492245153	1	-0.00853615192835878
AT1G01770.1	637.692162524591	586.330047879389	689.054277169793	1.17519864394112	0.232904636285469	0.797158642064734	1	0.0408303044468066
AT1G01780.1	241.733235186525	225.740976936148	257.725493436903	1.14168679933463	0.191166928266577	0.833743590727539	1	0.0319321554759344
AT1G01790.1	10236.2682746983	11505.0708382775	8967.46571111913	0.779435940653601	-0.35949763758206	0.708990654598789	1	0.0367300925217502
AT1G01800.1	2126.82084283941	2206.94643827337	2046.69524740546	0.927387820524868	-0.108755315105867	0.911528196525658	1	0.121041909027914
AT1G01810.1	14.5681983928168	11.8570871031693	17.2793096824644	1.45729803046195	0.543295951596276	0.725782944135263	1	0.040885741220524
AT1G01820.1	1986.58470246434	1591.73365523334	2381.43574969534	1.49612703222401	0.581232675879936	0.565049993926019	1	0.096668826835776
AT1G01830.2	1760.12591634579	1716.00540263779	1804.24643005379	1.05142234825157	0.0723423052012845	0.958919968772996	1	0.75337822201566
AT1G01840.1	50.0365906323761	39.6754612147246	60.3977200500276	1.52229408810533	0.606247096335396	0.645473648981063	1	0.675888007973173
AT1G01860.1	547.127504903437	541.286373103569	552.968636703305	1.02158240846292	0.03080558731673	0.978197503169148	1	0.149561359533998
AT1G01880.1	47.5453284681105	31.7827275834896	63.3079293527313	1.99189730291173	0.994143267687478	0.396983635999338	1	0.0354480002886545
AT1G01900.1	313.718972535004	365.429825266589	262.008119803419	0.716986139848543	-0.479982864614358	0.617241280859943	1	0.428169524879225
AT1G01910.1	1660.29759338141	1655.78169332748	1664.81349343535	1.00545470465356	0.00784809025230986	0.987618398810571	1	0.124158245290315
AT1G01920.1	314.241550735766	304.179255413733	324.303846057799	1.06616029951383	0.0924243667343419	0.918689533523497	1	0.179754218930362
AT1G01930.1	501.992057202267	498.172668715575	505.811445688959	1.01533359305536	0.0219538101450453	0.95133100704816	1	0.0719552711962941
AT1G01940.1	273.074788124144	246.92955192108	299.220024327208	1.21176271531421	0.27710722112573	0.774244127546681	1	0.0258159413621949
AT1G01950.3	732.50083921575	803.833126600073	661.168551831428	0.822519662293509	-0.281877928070749	0.772829090520354	1	0.0652632736620977
AT1G01960.1	4023.50670196387	3513.17820414379	4533.83519978394	1.29052240914972	0.367955193185841	0.706989648191888	1	0.021275113255162
AT1G01970.1	1415.74957057651	1530.69083162178	1300.80830953123	0.849817796421381	-0.234774538786132	0.816382735191718	1	0.0392953312900604
AT1G01980.1	5.40824016109408	6.56001080389045	4.25646951829772	0.648850992101018	-0.624040891915912	0.811879919981274	1	-0.143982221461825
AT1G01990.1	626.010450356618	540.726987370439	711.293913342797	1.31544000938778	0.395545455928941	0.702818903129015	1	0.00169466318313592
AT1G02000.1	433.453198047835	432.013444731357	434.892951364313	1.0066653171749	0.00958411481623435	1	1	0.0128081577985037
AT1G02010.1	425.494816888374	479.164258580003	371.825375196745	0.775987291495081	-0.365895069597584	0.711195054421982	1	0.114271088282817
AT1G02020.1	762.861299290048	693.607534146112	832.115064433985	1.19969150199383	0.262663467698031	0.804045290681523	1	-0.000762521681380271
AT1G02030.1	11.6357784301507	7.57733723985305	15.6942196204484	2.07120511119719	1.05047043055235	0.503631582894265	1	-0.0207952233286379
AT1G02040.1	0.789300341905176	1.57860068381035	0	0	-Inf	0.691920066071834	1	-0.549008852185741
AT1G02050.1	151.804522542852	130.498016245411	173.111028840292	1.32654145879692	0.407669765250769	0.687022563259111	1	0.0497841670628313
AT1G02060.1	155.302976114996	139.935535550358	170.670416679635	1.21963599887905	0.286450638797304	0.795801040434362	1	0.0219817028018681
AT1G02065.1	4.18113668687511	5.43746230819495	2.92481106555527	0.537900016547647	-0.894590061577678	0.724179171026444	1	-0.18300446230855
AT1G02070.1	16.422643921506	8.87543569364793	23.9698521493641	2.70069582798275	1.43333116218234	0.58571244167527	1	2.23266172658161
AT1G02074.1	0.280637123923876	0.561274247847752	0	0	-Inf	0.9953076672475	1	0.450463449100258
AT1G02080.1	5202.1696535818	4434.02491432927	5970.31439283434	1.34647741232583	0.429190028280847	0.670139593236621	1	0.259437668918036
AT1G02090.1	980.486057851869	973.438045541307	987.53407016243	1.01448065923218	0.020741360810886	0.984448837245512	1	0.174838682427956
AT1G02100.3	1005.50370033584	971.376322354703	1039.63107831698	1.07026602810003	0.0979694412225452	0.929005935341095	1	0.0648866921971129
AT1G02110.1	747.894127378772	701.775913826659	794.012340930884	1.13143287663048	0.178150997839632	0.860029733372124	1	0.331943425395783
AT1G02120.1	3163.15709026078	2961.06717849076	3365.24700203081	1.1364980256024	0.18459517781515	0.862519894195022	1	0.0806108047536475
AT1G02130.1	1275.177521303	1257.73761593658	1292.61742666943	1.02773218379644	0.0394643623457236	0.971932983942083	1	0.0678525160600633
AT1G02140.1	2435.13860302941	2457.96508198192	2412.31212407689	0.981426523004866	-0.0270478341898669	0.986362570410307	1	0.0202141658714453
AT1G02145.3	650.807096386161	606.224571227778	695.389621544544	1.14708254094053	0.197969207501152	0.851736417011151	1	0.0951051219335632
AT1G02150.1	5101.45545570103	4620.76007709026	5582.1508343118	1.20805900786499	0.272690925089361	0.799976210683973	1	0.608512276249749
AT1G02160.2	536.388192746104	542.023197309516	530.753188182691	0.979207515134469	-0.0303134645471319	0.989882406849188	1	0.0788598309999043
AT1G02170.1	981.981548271863	876.654885569746	1087.30821097398	1.24029219350934	0.31068003711873	0.768657512292707	1	0.0176786911949431
AT1G02180.1	106.323257692742	100.680422998931	111.966092386553	1.11209398065145	0.15327871224363	0.937368696098099	1	0.226147911543826
AT1G02190.1	14.2339490092172	14.3829561123925	14.0849419060419	0.979280044795943	-0.0302066084351859	0.967698443828479	1	0.133811598256212
AT1G02205.3	1152.7184572117	1237.53767834603	1067.89923607737	0.862922604105774	-0.212696925610585	0.817916728684529	1	0.304435473319284
AT1G02220.1	68.8595516775844	74.3708612484531	63.3482421067156	0.8517884698832	-0.231432893708801	0.847601682020386	1	0.547351585990124
AT1G02230.1	20.3138879877595	15.7862766259203	24.8414993495987	1.57361358465049	0.654081317243121	0.641668870318594	1	0.593346694601216
AT1G02250.1	3.09067159520006	3.61325355573555	2.56808963466457	0.710741605882619	-0.492602939638137	0.902311523355572	1	0.0537857324814579
AT1G02260.1	674.04218436548	582.370280800341	765.71408793062	1.31482342622002	0.394869066269506	0.706721669121601	1	0.169282766324177
