baseMean	baseMeanA	baseMeanB	log2FoldChange	X.Intercept.	batch2	groupLeaf	dispersion	pvalue	padj
AT1G01030.1	137.836168594651	224.596512081617	51.0758251076845	-2.13662301291018	-12.3644526573491	0.621002527130748	-1.48229555523333	0.112958661258777	5.35674240380837e-05	0.000182421460274271
AT1G01040.2	2351.75307712676	1411.89218265985	3291.61397159366	1.22116522844594	-10.456481663284	0.446533233765184	0.92441889974627	0.0723055754239979	0.000898043773818976	0.0024594386813336
AT1G01046.1	33.9997523903447	15.4393373649956	52.5601674156938	1.76735903550955	-14.6792997225023	0.00223399343273734	1.21951899204046	0.118435605251568	0.00224571843341083	0.00565206725678257
AT1G01100.1	7246.87735490748	12122.6950658916	2371.05964392332	-2.35410660894709	-7.85837502365615	-0.390047505567425	-1.60273428144935	0.0877007063295301	2.73776122553736e-07	1.29814023068292e-06
AT1G01110.2	309.856059897545	513.412864300843	106.299255494246	-2.27198795271268	-11.5313284841496	0.513448860591406	-1.44999278812748	0.10762575898741	5.19926416991545e-05	0.000177682997685893
AT1G01130.1	90.8064652041131	152.51581740002	29.0971130082063	-2.39001094986862	-12.0687341828362	-0.833140732938323	-1.64088832637595	0.123405466892527	3.4452908922052e-05	0.000121055160636906
AT1G01140.3	5122.91022801178	2402.82575788797	7842.99469813559	1.70667259064949	-9.52955363611898	-0.215315084052834	1.16878663559932	0.0773428548543644	4.5406841644795e-05	0.000156729076376055
AT1G01150.1	41.5649776290072	80.8191018777046	2.3108533803097	-5.12819868801249	-12.8720711239521	-0.358106127838518	-3.48884140900679	0.131124789663755	9.21924652967083e-11	6.3193292733355e-10
AT1G01180.1	351.119939757078	62.9365102679647	639.303369246191	3.34453160636895	-13.4162017392119	0.225300243197248	2.35237164442318	0.0892867145849969	3.87537139188601e-12	3.09770947353779e-11
AT1G01200.1	65.9929418832247	92.8209571785359	39.1649265879134	-1.24488832065605	-12.427420341183	-1.20873059070653	-0.923849908929102	0.125172613971787	0.01833316642955	0.0370578337314037
AT1G01225.1	145.038749569049	224.361252649327	65.7162464887711	-1.77150155756068	-11.7554872562402	-0.53826303407814	-1.26717087588472	0.114689563241389	0.000500176107379088	0.00143630364911413
AT1G01240.1	1219.86985447026	660.338001991021	1779.4017069495	1.43011566192152	-11.0309152046863	0.199602656760774	0.983442250849619	0.057812712937488	6.9193200507374e-05	0.000230911149571429
