baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pvalue	padj	dispersion
AT1G01030.1	133.62704881357	216.68862377579	50.5654738513508	0.233355461723139	-2.09939886067434	0.00627166315543657	0.0255465745864783	0.232025895019912
AT1G01040.2	2311.13813472424	1361.81544284436	3260.46082660413	2.39420168403595	1.25954468791331	0.0128325721438355	0.0464066228351313	0.0533603538237033
AT1G01100.1	7032.62279051273	11715.8617744043	2349.38380662118	0.200530174549677	-2.31810875397898	0.000722437176246594	0.00397432360062376	0.19909757448542
AT1G01140.3	5046.37099973396	2320.61089647354	7772.13110299438	3.34917461380756	1.74380559488822	0.00082336879602954	0.00445557163397673	0.0721232712905998
AT1G01150.1	40.1920537077533	78.0948329724935	2.28927444301305	0.0293140321309014	-5.0922647660951	9.39183153340135e-08	1.21030177477202e-06	0.152066078719723
AT1G01180.1	347.045052776552	60.7220505023856	633.368055050719	10.4306104588124	3.38275168995778	6.31997285334347e-09	9.84640559956051e-08	0.00775355274816582
AT1G01225.1	140.963064626276	216.780931316382	65.1451979361709	0.300511661891029	-1.73450711651031	0.00295896277342132	0.0135075384401624	0.104064229201342
AT1G01240.1	1199.88508639949	637.546722908527	1762.22344989046	2.76406949729283	1.46679389001678	0.00467419029868789	0.0199291250811471	0.0400213179419412
AT1G01280.1	848.701819028081	1694.58041215816	2.82322589800533	0.00166603241590039	-9.22936781324808	1.37574316411259e-30	4.60317111554147e-28	0.00650906812592277
AT1G01300.1	3594.14098690721	5690.54333597638	1497.73863783805	0.263197826536025	-1.92578051941088	0.0111590214640103	0.0412949910819582	0.242315427228606
AT1G01310.1	348.253868776749	690.173865679451	6.33387187404688	0.00917721198818709	-6.76772835125492	1.16739387390721e-20	9.37450634858169e-19	0.0207144019137855
AT1G01320.1	18533.0606178087	7910.00720541347	29156.1140302039	3.68597818852175	1.88204753396249	0.000234932722870962	0.00147784671195418	0.0616877406724075
AT1G01340.2	287.533261169312	71.3686112167476	503.697911121876	7.05769528836896	2.81919714399569	9.79615638805306e-07	1.03741812902268e-05	0.048210146480723
AT1G01360.1	1491.67790927948	733.711970960462	2249.6438475985	3.06611304794934	1.61641089031346	0.0018588724129258	0.00902651486483976	0.0129741021538502
AT1G01370.1	212.65997107841	412.549885993364	12.7700561634564	0.0309539684702805	-5.0137318069791	8.9158571931885e-10	1.58701128734488e-08	0.204221144732246
AT1G01390.1	506.424609383432	54.2091341545514	958.640084612313	17.6841061854854	4.14438139708396	3.33458927495063e-12	8.33825321723865e-11	0.00146451294697416
