logFC	logCPM	pvalue	padj	dispersion
AT1G01030.1	-2.29205542724368	1.9732609600499	0.00778213735519899	0.0448931724741917	0.300915431357655
AT1G01100.1	-2.47506751140376	7.65811359457962	0.000105827350216971	0.00115281702672655	0.171976454397806
AT1G01110.2	-2.42237087478423	3.14000776838091	0.00165925635890898	0.0123385268819164	0.244613478487946
AT1G01150.1	-5.1802745019427	0.299466008481218	1.85425850849422e-05	0.000250410169679332	0.367308927616212
AT1G01180.1	3.19980281904719	3.20687089708428	1.33705975312272e-05	0.00018531448119465	0.208869111468367
AT1G01280.1	-9.33076026649393	4.64420519797709	1.57337798813228e-25	6.72655398649354e-23	0.155931829523982
AT1G01300.1	-2.11164567474608	6.70179258638994	0.000860423368905845	0.00708243631472883	0.173817763901432
AT1G01310.1	-6.90729912438013	3.36151221745267	8.46273168144164e-15	6.75778306596499e-13	0.20168004151422
AT1G01340.2	2.64641215523804	2.94589157892564	0.000309020044191937	0.00295402752254893	0.216895962519014
AT1G01400.1	-4.52441262390293	-0.31549578876625	0.000206675197025393	0.00209456493440505	0.415837712314481
AT1G01460.1	-7.11084086619531	1.79349587143131	8.28368351999924e-09	2.40287350038892e-07	0.334344519706182
AT1G01520.1	2.57337937512604	3.4599422826093	0.000300878858696477	0.00288812525192276	0.207546183773946
AT1G01600.1	-5.07855979737156	6.19014290049964	7.52134534123199e-12	3.78642510303434e-10	0.181945563307276
AT1G01780.1	-1.66841632071549	4.03374893522053	0.00618025118882858	0.0369260374728784	0.163633238241027
AT1G01880.1	-2.25037843486036	2.33311391483026	0.00566104917220715	0.034363236226838	0.273208061637539
AT1G01920.1	-1.86926049158645	4.08635241553257	0.00191351435300698	0.0139018693740421	0.157913364078012
AT1G02040.1	-9.1144532752592	2.37109347385379	4.95869915858214e-13	3.04861263092564e-11	0.277520589746407
AT1G02050.1	-5.18821612726777	6.34006159852915	1.46025568124761e-13	9.73118588158028e-12	0.161656693700016
AT1G02065.1	-7.31082573224105	3.63211641697985	3.40863631514014e-13	2.14304512582419e-11	0.250616080891256
AT1G02180.1	-2.33067428515273	3.03244486411289	0.00133723218409614	0.0103068747558296	0.218806692905668
AT1G02205.3	-3.87965126828527	8.70040356655021	2.33069679663425e-07	4.97830386484775e-06	0.209603053537545
AT1G02310.1	-5.73996461263419	-0.0593254960921871	8.8605495821817e-06	0.000128376335943299	0.387423516224541
AT1G02340.1	2.03810688939909	6.25375317231498	0.00171045947451959	0.012661683094679	0.183471327145535
AT1G02510.1	-10.0193143134715	0.865218951649502	4.67956817603675e-09	1.44650189147814e-07	0.355504491447753
AT1G02520.1	-5.50394906075954	3.53075787451121	1.92654529612154e-12	1.05803887814074e-10	0.185350621620573
AT1G02640.1	-3.03239236474462	4.77418473728188	7.60219691848088e-05	0.000859818682001079	0.233292420593976
AT1G02660.1	-2.0770671332462	4.34552349814548	0.000987192721625557	0.00798836218926282	0.170875538013653
AT1G02670.1	-3.66734322034873	1.92982663908982	5.1245418768541e-05	0.000609640304494358	0.291503863668009
AT1G02690.2	-3.55220490697084	4.39809518444518	1.96550814658857e-08	5.24179519055181e-07	0.151982298240558
AT1G02730.1	-5.00850826046946	5.89937785621107	1.68092154105871e-10	6.60694889738056e-09	0.204108750192698
AT1G02770.1	-2.98553645889164	1.0119496373184	0.00291992710635113	0.0198051877857924	0.372096712929452
AT1G02800.1	-7.76353431952823	4.22543530085631	2.77502822461192e-14	2.06190532977916e-12	0.248607915725138
AT1G02813.1	-9.82614526640357	4.85375140753727	1.3476630121307e-24	4.54905294649548e-22	0.17267745165852
AT1G02900.1	-4.6329821937757	2.01817406172227	1.26982399571892e-05	0.000177322306618257	0.357917894634247
AT1G02920.1	7.30096493399304	5.66910927690085	1.92685333890792e-15	1.68942657040594e-13	0.22380809624225
AT1G02952.1	-6.46475090752671	-2.28575906464257	0.00429761666392392	0.0274796294233276	0.567445907927442
AT1G02980.1	-5.51199936407382	0.913437791816694	1.36833554135258e-06	2.41880294922958e-05	0.336070627461592
AT1G03010.1	3.20020570302252	1.18739422375249	0.0079161980234974	0.0455640486485023	0.526005399355476
AT1G03120.1	-3.87101030730927	0.66580752797994	0.000158026891664193	0.00164533881320954	0.344480115720233
AT1G03130.1	2.36120801380712	9.31752097076773	0.00175586120694328	0.0129323156850641	0.240634184177087
AT1G03170.1	-6.2249002830062	3.8602725472769	2.00632868556722e-12	1.0996818115035e-10	0.221272102277656
AT1G03360.1	-2.48312924350117	3.49991657004556	0.000384277530505236	0.00355180345265681	0.201494116391552
AT1G03380.1	2.38696626373815	6.4941726465921	0.000349561027121456	0.00327399776969266	0.188766777110217
AT1G03390.1	-5.50014243953685	2.42705195554085	1.39719327414804e-08	3.83662093827074e-07	0.273097511616509
AT1G03400.1	2.58340745814695	5.22928927945763	6.5195155734301e-05	0.000753309015675879	0.174009834648848
AT1G03470.1	-2.90313051099728	3.03455657076339	0.00016051587393536	0.00166937710358897	0.23401305026197
AT1G03580.1	4.0053135018369	0.457700021750955	0.00111962377387507	0.00886416668154251	0.487540403795786
AT1G03620.1	-2.36767413654742	1.16027702534506	0.00824351305217495	0.0471500813415094	0.313076000639845
AT1G03680.1	1.82716080224367	8.04778027363356	0.00261773055963666	0.0180551289455803	0.163038240219229
AT1G03700.1	-7.77173456746977	-1.22492241880324	0.000139394464345974	0.00147230435944899	0.50342234994841
AT1G03710.1	-7.23889059566747	3.40850817952562	4.70766527292774e-15	3.96428212937543e-13	0.208420971566353
AT1G03720.1	-5.42589519513273	-1.14152337716679	0.000469626290239415	0.00422649153135115	0.494607476917179
AT1G03740.1	2.73960736422759	5.76147694401294	3.35258214207056e-05	0.000420229612746951	0.179667597257957
AT1G03780.3	-6.13315250147523	4.30758012755017	2.37466544226576e-13	1.52049718836689e-11	0.202026188865018
AT1G03790.1	-6.42831591068876	-2.31113775135466	0.00282208856782236	0.0192543626838241	0.46821468798511
AT1G03850.1	-2.61734734146958	1.14350849558588	0.00392423520870376	0.0254850601109298	0.316522271056095
AT1G04020.1	-3.94132214552244	3.27668137149395	1.61083518847385e-05	0.000220292810297736	0.298846156342117
AT1G04030.1	-2.20584173962264	2.88144268068047	0.00211765929091543	0.0151240385595603	0.21580024332134
AT1G04050.1	-2.2184497410145	3.22869575927655	0.00106010763826286	0.0084726290364356	0.192574765486062
AT1G04090.1	-4.66200281772847	2.24072008671648	1.89393288396473e-06	3.24176890462124e-05	0.30747759913485
AT1G04150.1	-6.57568769156078	0.748803795507406	5.90175602186497e-07	1.14527861795814e-05	0.393254913274796
AT1G04180.1	3.6094478335177	0.447334005970669	0.00186077645917519	0.0135727020725571	0.457549715824715
AT1G04270.1	-1.79827109223146	8.06101947177837	0.00452189857896861	0.0286761843019075	0.177428596624511
AT1G04450.1	-10.8288901419191	1.65552610470911	2.714711477698e-11	1.24281906513591e-09	0.316444163108475
AT1G04470.1	-6.76363712018443	3.75089267251664	3.23451464622855e-12	1.72521933788954e-10	0.249620939670589
AT1G04500.1	-3.08994051547143	1.61091903967425	0.00104908229953864	0.00840384780106059	0.332046922476178
AT1G04520.1	-2.76489130020156	4.74047970264621	0.00121266779036137	0.00947128308778868	0.29517764235637
AT1G04610.1	-8.91046193858472	-0.193243554062961	9.6385086889268e-07	1.77615728087922e-05	0.402165705562266
AT1G04640.1	1.54707555707675	4.58070908420388	0.00777559987919265	0.0448873175544279	0.150956269548084
AT1G04660.1	-12.4730480099622	3.28200788184322	5.86150173228064e-16	5.59743201506346e-14	0.276487742428192
AT1G04670.1	-12.2042641374507	3.01487864561099	5.13564323441691e-17	5.59664273887104e-15	0.241958684672586
AT1G04700.1	-3.76604254464462	3.40516716766503	2.78126186415755e-07	5.81861310719942e-06	0.196954140118503
AT1G04730.1	-3.3192773632708	2.62746539890932	0.00046335199525814	0.0041764802452898	0.335728404721227
AT1G04760.1	-4.88641459338547	2.30182839084968	8.34994030779119e-08	1.96308368200685e-06	0.261011818767498
AT1G04820.1	-2.53309967960136	8.33660829406825	0.000129512032435156	0.00138051778647509	0.183804976565396
AT1G04880.1	-7.17707973348432	3.17104350961819	7.98132962824901e-15	6.44747584416895e-13	0.205735363506704
AT1G04890.1	-10.8604853566404	1.68657032604693	3.49000172087697e-11	1.56931485147977e-09	0.32314026958345
AT1G04900.1	-2.14200850310408	3.19112690050404	0.00178797604024074	0.013138254164082	0.198549877583413
AT1G05000.2	-2.49331276731295	1.12323613461532	0.00746081480392949	0.0433158652586033	0.335571639485862
AT1G05020.1	-4.28735863050166	1.36641149540219	2.09985454894092e-05	0.000279995176063342	0.326910131390283
AT1G05040.1	-5.47809404765657	-0.321001280177142	6.50413294181717e-05	0.000751844219301819	0.447280051378589
AT1G05080.1	-7.83770405260486	-1.1679328119008	5.71950916367077e-05	0.000670065093377938	0.447945374907821
AT1G05135.1	2.78289464680921	2.96135537609568	0.00247078187964553	0.0172033973188944	0.335957595165679
AT1G05200.1	2.39143771575463	5.80726124924741	0.000137828254989829	0.00145908928682376	0.166827596727572
AT1G05210.1	-3.07874120961192	2.42904640267293	0.00120093764656305	0.00940080458037763	0.343458643563719
AT1G05260.1	-5.73985709375766	2.36130651629715	4.30811026702567e-08	1.0834215041663e-06	0.30842897546077
AT1G05440.1	-7.28043961320946	2.64059161140686	9.72894838676731e-12	4.8192111714773e-10	0.26345920382039
AT1G05450.2	-8.01355552210438	2.14411944164509	7.62691877989099e-11	3.20157773375212e-09	0.31254415010515
AT1G05550.3	-3.8540317510036	2.43470498671913	5.20993327492166e-06	8.03880265279279e-05	0.251963899270485
AT1G05575.1	3.64838439675334	0.314377539678108	0.000626359639352508	0.00537717269631352	0.384854515876316
AT1G05620.1	-2.00917956851714	4.07147788264496	0.00113056248179489	0.00892762581258705	0.163907848373083
AT1G05675.1	4.04123394834514	0.0692230634862793	0.000236100284512664	0.00234740279295972	0.370127882141811
AT1G05680.1	-4.92561434212013	2.71944165472648	1.48064355870211e-07	3.31018534616034e-06	0.276255781020305
AT1G05710.2	-2.78593286449578	3.77261746088206	0.000356616557885532	0.00333333922875245	0.244988238938949
AT1G05730.1	-2.78733212151276	1.05368703798998	0.00273360793942442	0.018738093494984	0.327654755047694
AT1G05820.1	-2.02951946349192	2.41372573594618	0.00838167989848051	0.0478257773526974	0.247429067065942
AT1G05835.1	-5.84702741796293	4.53033781801932	7.84062046503810e-12	3.93290617514339e-10	0.218665614164284
AT1G05930.1	-7.03805707169235	-1.83935847599198	0.00195889937715218	0.0141849333470884	0.633702182066685
AT1G06030.1	-4.62525070045046	-0.562271524109256	0.000214322845681018	0.00216508332237611	0.412586982463794
AT1G06080.1	-6.59300494078663	4.01356659987144	5.29548048857327e-09	1.61319525914501e-07	0.350199811950274
AT1G06100.1	-4.62004949635598	-1.80725127507529	0.00268802072143233	0.0184894573831394	0.474636195838297
AT1G06160.1	7.61027102436485	2.97019436611706	1.55030235761191e-14	1.19009260264302e-12	0.226043702123636
AT1G06170.1	-7.10741828427546	3.2788413930713	1.78930500777442e-14	1.36227388660392e-12	0.211997252911477
AT1G06250.1	-3.42441264586723	3.80781539913127	2.88708962080937e-07	6.01419291399338e-06	0.169456265833817
AT1G06260.1	-9.28662113299841	5.94777924193571	9.38041764599076e-28	8.24421329063988e-25	0.155649865324668
AT1G06280.1	-10.1919269826844	3.42304285504641	2.76431626670645e-18	3.60645937725379e-16	0.221722861842108
AT1G06320.1	-5.25822922027163	-1.26058888239224	0.000375947181276478	0.0034905433412937	0.443067342375001
AT1G06350.1	-7.81920611957015	5.76990688072958	3.29423899205812e-16	3.26941454822511e-14	0.230642503434552
AT1G06420.1	-7.15124602075326	3.60213022597605	4.45876806484307e-16	4.33233236901833e-14	0.193327376860219
