baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	dispersion
AT1G01060.1.Hnull	2938.76330496411	-1.87978416593676	0.673159564522323	-2.79247932437931	0.00523058102050543	0.0274071171658185	1.03561540895472
AT1G01130.1	92.9294315655385	-2.40150735953427	0.659143750849397	-3.64337423580152	0.000269087158688749	0.00189784107267393	0.00138949549437314
AT1G01140.3	4842.35132946644	1.46355035636549	0.30388828005886	4.8160802913558	1.46405632603696e-06	1.51521714133262e-05	0.011625028703744
AT1G01150.1	43.5459463359373	-4.40538783937412	0.949686386601158	-4.63878170891826	3.50468981909973e-06	3.43810218571457e-05	0.0505919748843582
AT1G01180.1	326.540532085408	3.07571936764919	0.480473241893166	6.40143737355737	1.53920947773795e-10	2.69685216152015e-09	0.0891355732210047
AT1G01240.1	1172.25855645697	1.19650354933754	0.337486438480464	3.54533816151195	0.000392109690858621	0.00268359412470924	0.00941167035481301
AT1G01280.1	927.5534548733	-8.7252551219464	0.659887777164288	-13.2223317719887	6.52105488344044e-40	8.79701611963775e-38	0.328027074887106
AT1G01320.1	17966.090639868	1.7775445839512	0.385943052839353	4.60571727065416	4.11046554204643e-06	3.98215213035615e-05	0.163170688358582
AT1G01390.1	475.030616531492	3.81048624000284	0.405925129765651	9.38716517058875	6.16368144791285e-21	2.63941280057596e-19	1e-08
AT1G01420.1	466.071884607854	4.58602413565684	0.423944723549471	10.8175049267282	2.84414853116344e-27	1.8285602870604e-25	0.00138949549437314
AT1G01440.1	787.804768750977	1.36222605873098	0.374049264743742	3.64183594817179	0.000270700567277551	0.00190864345592855	1e-08
AT1G01460.1	126.610748012787	-6.19536629408752	0.898415355600608	-6.89588201655992	5.35316112903872e-12	1.10559357902217e-10	1.22573393315183
AT1G01470.1	1935.23960553523	3.17915069261377	0.316650340018647	10.0399408774567	1.01735115510422e-23	5.31161996819291e-22	0.00191294092849452
AT1G01490.1	2363.29725096163	1.22146875537349	0.314525890465168	3.88352371744977	0.000102953484258539	0.00078933259383239	1e-08
AT1G01550.1	7417.16646273217	1.20073561593155	0.319382361661091	3.75955519173503	0.000170215724619519	0.00124725104589336	0.0380011536081897
AT1G01600.1	2706.40810825482	-5.12159443080973	0.420789316458388	-12.1713984421375	4.41453734621061e-34	4.64083209846231e-32	0.198764008533793
AT1G01780.1	602.460930531352	-1.70777766130158	0.392761043773491	-4.3481340330852	1.37300690350706e-05	0.000122489430864097	1e-08
AT1G01790.1	8235.33244808248	1.66478171660438	0.340425652918823	4.89029455427485	1.00685196848345e-06	1.06857258938002e-05	0.0715336080232767
AT1G01880.1	184.768574684676	-2.26858202123757	0.579525080666998	-3.9145536524952	9.0571597301061e-05	0.000701081239738694	0.175192662524725
AT1G02020.1	647.354730116233	1.58853981458359	0.544180108950584	2.91914347558014	0.00350994635101742	0.0193059457789405	0.417427393789151
AT1G02050.1	3007.95349613509	-5.17106821096752	0.380942818460437	-13.574394792022	5.68110086271666e-42	8.33871270025669e-40	0.114636298393277
AT1G02180.1	298.91437331242	-2.37188505196689	0.45983896714905	-5.15807754760826	2.49498289777483e-07	2.89979635798153e-06	1e-08
AT1G02270.1	1083.35959645837	1.21901469957259	0.357555709706322	3.40930005165859	0.000651298018673344	0.00428289466322866	0.0346289026796037
AT1G02280.1	1850.99471712602	-1.30858370864115	0.325101055402783	-4.0251598292103	5.69366311129696e-05	0.000455688304840359	0.0148739523793247
AT1G02340.1	2664.38455277866	1.78384815027144	0.394270843209609	4.52442320043199	6.05604382512827e-06	5.72442085017592e-05	0.148829506631788
AT1G02470.2	508.076386326103	-1.19978191238233	0.394165490731749	-3.04385325603972	0.00233569040740442	0.0134593438834579	0.0160215163993152
AT1G02475.1	2467.52621534241	1.76128189434295	0.308572684805543	5.7078347535942	1.14422426159238e-08	1.58857262445229e-07	1e-08
AT1G02560.1	9979.05614025063	1.08371118238868	0.304701228206209	3.55663542535926	0.000375634879698964	0.00257840200659248	0.0206374892309625
AT1G02610.1	214.68389142677	2.06800404185436	0.487715967807908	4.24018112662833	2.23339497584406e-05	0.000191430000413685	1e-08
AT1G02640.1	1004.9152273225	-3.30892409249035	0.532284127679345	-6.21646207433728	5.08489210769564e-10	8.34537355902959e-09	0.437975958073088
AT1G02660.1	746.294937272701	-2.0023211798747	0.432063235422468	-4.63432436670259	3.58105117918558e-06	3.5012388948401e-05	0.139880395540111
AT1G02670.1	138.830767936653	-3.55117967852491	0.625364075793559	-5.67857959224571	1.35817832927165e-08	1.86783534758643e-07	0.110308007228148
AT1G02690.2	779.912220469802	-3.54456299911335	0.399972468585312	-8.86201745747736	7.85792906315459e-19	2.91092616628416e-17	0.0659308636322562
AT1G02780.1	17930.4859722483	-1.33016014330798	0.297019877827191	-4.47835395071396	7.52208065763969e-06	7.00799674203573e-05	0.0141381295922781
AT1G02810.1	141.430154390689	-4.2541911391156	0.69110929439375	-6.15559821525397	7.47946256713461e-10	1.20466319801096e-08	0.30998034697801
AT1G02820.1.Hnull	989.369839150084	-1.33123344655621	0.468809919695504	-2.83960170343848	0.00451698936346333	0.024122997200116	0.259631041433502
AT1G02870.1	464.635384399842	-1.34976751719163	0.41972794098798	-3.21581525884236	0.00130074537536597	0.00798232857488587	0.0491945116460268
AT1G02900.1	147.96648847151	-4.53049291123561	0.63918285193222	-7.08794501845622	1.36118024205254e-12	2.98845009304066e-11	0.0589384993577255
AT1G02910.1	1753.47734653486	1.40432145147247	0.33674680918227	4.17025911806742	3.04253499203678e-05	0.000254686806471142	1e-08
AT1G02970.1	103.154088282276	-4.60092215544755	0.737317234887389	-6.24008491562014	4.37333417356094e-10	7.22839043502586e-09	0.153972326146964
AT1G02980.1	67.7877800854328	-4.91666059884046	0.852501318156682	-5.76733489336004	8.05349190994976e-09	1.13703807740113e-07	0.0611541855153534
