baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	dispersion
AT1G01100.1	7758.38419988613	-2.50826060189761	0.292334954903865	-8.58009129535146	9.47978712421284e-18	1.3667445468131e-15	0.0361253796424562
AT1G01140.3	4668.65664413523	1.19677675408137	0.282273045665299	4.23978404052235	2.23734928511602e-05	0.00091815558238142	0.00796997252192548
AT1G01570.1	184.325322755209	-1.68383889752458	0.417529749145469	-4.03285969675402	5.51021808584596e-05	0.00214191059374061	0.00171669790660786
AT1G01780.1	627.633178948525	-1.73538580143537	0.343579245417243	-5.05090404785049	4.39723927124966e-07	2.23129186037769e-05	1e-08
AT1G02813.1	1134.85816223151	-7.65534251219054	0.414418238597778	-18.4725038600933	3.43763438606927e-76	4.46057616123817e-73	0.00494171336132383
AT1G02820.1.Hnull	1009.05196290367	-1.32406385775783	0.388434282038934	-3.40872039102131	0.000652683401174486	0.0206801976727948	0.274631936248049
AT1G03860.1	1741.59747359841	-1.17422388784157	0.33080413322195	-3.54960464491457	0.000385810091968258	0.0127739236889952	0.101987979698785
AT1G04170.1	3304.34984740044	-0.947082750446981	0.295653881327958	-3.20334962691194	0.00135838958674617	0.0404532872669358	0.0294135766886955
AT1G04180.1	45.9535931685594	1.97565266052697	0.548818012266419	3.59983203242227	0.000318422801845804	0.0108053585647526	1e-08
AT1G04760.1	191.903779022467	-4.06519360887323	0.441681680353621	-9.20389907414437	3.45191489673497e-20	5.8062487050081e-18	1e-08
AT1G05420.1	85.9001850186013	-2.01420161188898	0.534147806248078	-3.77086938919957	0.000162679805828408	0.00591837387051841	0.6354331261033
AT1G05577.1	126.570179402435	-3.68568439824471	0.53439192674684	-6.89696871111367	5.31238767537619e-12	4.79328648232867e-10	1.83873997902443
AT1G05620.1	640.219211014149	-2.0421392241552	0.333097447306731	-6.13075615159161	8.7462373808683e-10	6.09529980540359e-08	0.0119123671811569
AT1G05730.1	77.9539962134116	-2.07589623134299	0.507813499820282	-4.08791068389804	4.35275663204587e-05	0.00171399227552916	0.0763061667495073
AT1G05820.1	202.978875132759	-1.90632280112515	0.414544723539395	-4.59859381359123	4.25352169120182e-06	0.000192852267160663	0.0245043058629673
AT1G06160.1	260.049401879801	5.37634959731216	0.456541161220147	11.7762647795949	5.17352494184922e-32	1.58397057461179e-29	0.0756296797941769
AT1G06420.1	476.664066534579	-5.96518503191129	0.413334702993131	-14.4318514480271	3.26205472934705e-47	1.77775458639956e-44	0.00494171336132383
AT1G06460.1	4750.32770378501	2.80097011433559	0.287761834614845	9.73364003633265	2.16696767222271e-22	4.07225531726874e-20	0.0171025451619269
AT1G06515.1	544.77429604235	-1.18948471577644	0.347502419696417	-3.42295376479852	0.00061944612655291	0.019718793811262	0.0365407376834821
AT1G06520.1	662.729243900172	-4.70960402127289	0.383977886100934	-12.2653001429226	1.39095921646044e-34	5.05363302524406e-32	0.146865718888176
AT1G06550.1	2576.97636065582	-2.19252896207118	0.307823699483865	-7.12267757728676	1.05850241446567e-12	1.02644598903114e-10	0.0498220812621802
AT1G06660.1	223.296136840114	-4.53643893683016	0.440536577614983	-10.2975307099128	7.22931751553673e-25	1.55111553528236e-22	0.0290709257014842
AT1G06690.1	2396.55091690673	1.90262717286117	0.304842114158497	6.24135276752454	4.33802649922417e-10	3.17760441068171e-08	0.0401543485963725
AT1G07110.1	5589.15287955537	1.42779104232373	0.287252129514763	4.97051508281457	6.67752664469062e-07	3.31431554719808e-05	0.021117589573311
AT1G07410.1	228.337929359295	-3.22297779817148	0.427575309489129	-7.53780147413639	4.77960740466198e-14	5.1478072003808e-12	0.0948985616697168
AT1G07630.1	1385.3088111114	1.12429054250798	0.302993578520901	3.71060848218742	0.000206761669022952	0.0073455654748454	0.0102673516009721
AT1G07750.1.DE	3375.96996144706	-1.36375338256553	0.292969208355357	-4.65493759641581	3.240788465224e-06	0.0001499291084701	0.0237014755185574
AT1G07795.1	93.3200878811931	-4.21482031458769	0.524323018558207	-8.03859484593615	9.08745066413286e-16	1.12361194402421e-13	1e-08
AT1G07900.1	75.3780330725668	3.56314889056681	0.537258787439033	6.63209048204009	3.30965582513513e-11	2.7664052631628e-09	0.24952665731306
AT1G08480.1	2072.78869600594	-0.976730633023322	0.299682844086968	-3.25921437377935	0.00111721213628993	0.0336757892718631	0.0234537944930427
AT1G08660.1	1137.11339217368	-1.12046777443146	0.312626888666431	-3.58404160055148	0.000338318165144184	0.0113953420049615	0.0205618277587185
AT1G08810.1	311.730117820093	1.84539481152607	0.373378786422477	4.94242008017565	7.71587384397516e-07	3.78828552026089e-05	0.000910298177991521
AT1G08930.1.DE	2913.29435643841	4.1182274707203	0.358596319111114	11.484299339515	1.58212905354943e-30	4.53804574528088e-28	0.211979405201855
AT1G09080.1.DE	172.177675255933	2.03739593125066	0.432734775225372	4.70818627920431	2.49930653111394e-06	0.000117016501144886	0.0342369662828333
AT1G09240.1	264.344871169861	2.30792543570082	0.405352590692307	5.69362448568315	1.24370460722128e-08	7.5985889780656e-07	1e-08
AT1G09380.1.DE	310.01071955752	-6.04349181359638	0.475291721138815	-12.7153315423125	4.86043660821481e-37	1.91944981358327e-34	0.31648324131568
